Role,Seed,VTR,mean_IntVal,Hist_-1_-0.9,Hist_-0.9_-0.8,Hist_-0.8_-0.7,Hist_-0.7_-0.6,Hist_-0.6_-0.5,Hist_-0.5_-0.4,Hist_-0.4_-0.3,Hist_-0.3_-0.2,Hist_-0.2_-0.1,Hist_-0.1_0,Hist_0_0.1,Hist_0.1_0.2,Hist_0.2_0.3,Hist_0.3_0.4,Hist_0.4_0.5,Hist_0.5_0.6,Hist_0.6_0.7,Hist_0.7_0.8,Hist_0.8_0.9,Hist_0.9_1
S,15.0,0.14,-1.4084e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,4.0,0.16,-0.138905,0,0,0,0,7,102,19,18,44,68,80,38,24,0,0,0,0,0,0,0
H,1.0,0.02,0.149035,0,0,0,0,0,2,1,10,32,25,43,117,111,55,4,0,0,0,0,0
S,20.0,0.12,-6.31861e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,16.0,0.01,-0.0778388,0,0,0,0,2,58,97,132,186,189,148,89,27,49,23,0,0,0,0,0
H,5.0,0.02,0.243247,0,0,0,0,0,0,0,0,0,5,35,118,114,77,51,0,0,0,0,0
H,14.0,0.18,-0.16088,0,0,0,0,0,15,78,42,142,69,35,19,0,0,0,0,0,0,0,0
S,2.0,0.07,-2.96686e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,2.0,0.03,4.90625e-06,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,9.0,0.01,-0.00541668,0,0,0,0,0,8,10,113,201,162,204,188,100,13,1,0,0,0,0,0
S,18.0,0.01,2.55945e-05,0,0,0,0,0,0,0,0,0,991,9,0,0,0,0,0,0,0,0,0
S,3.0,0.03,5.95628e-05,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
S,18.0,0.18,-0.000210248,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
S,1.0,0.16,0.000100975,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
H,1.0,0.16,0.102489,0,0,0,0,0,0,0,0,2,68,185,58,46,40,1,0,0,0,0,0
S,16.0,0.16,-0.000615799,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
S,1.0,0.05,-0.000258115,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
H,8.0,0.18,-0.0506143,0,0,0,0,0,0,0,23,125,128,84,40,0,0,0,0,0,0,0,0
H,15.0,0.02,0.0143139,0,0,0,0,0,0,0,19,47,131,95,82,12,11,3,0,0,0,0,0
S,4.0,0.04,0.000117316,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
S,14.0,0.16,-0.000242076,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,10.0,0.0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,7.0,0.07,0.123407,0,0,0,0,0,0,0,4,19,77,112,34,81,58,15,0,0,0,0,0
S,3.0,0.09,0.000302995,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
S,16.0,0.13,3.62747e-05,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,15.0,0.15,0.0603873,0,0,0,0,0,0,0,21,69,64,62,99,48,35,2,0,0,0,0,0
H,3.0,0.13,-0.0878724,0,0,0,0,0,0,32,69,103,68,66,49,13,0,0,0,0,0,0,0
S,9.0,0.03,9.54548e-06,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
H,6.0,0.04,-0.194461,0,0,0,0,2,15,95,97,76,71,37,7,0,0,0,0,0,0,0,0
H,17.0,0.15,0.208726,0,0,0,0,0,0,0,9,16,59,26,24,124,100,40,2,0,0,0,0
S,18.0,0.19,-0.000206589,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
H,13.0,0.0,0.132044,0,0,0,0,0,4,9,35,69,38,1,20,75,105,44,0,0,0,0,0
H,15.0,0.2,-0.144109,0,0,0,0,1,17,42,135,60,59,51,15,19,1,0,0,0,0,0,0
H,10.0,0.01,-0.152858,0,0,0,0,0,38,151,209,173,283,120,21,0,5,0,0,0,0,0,0
S,17.0,0.19,-6.50914e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
S,14.0,0.12,0.000184757,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,8.0,0.15,0.000103592,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,20.0,0.11,-0.000445126,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
S,14.0,0.17,-0.000535975,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
H,11.0,0.15,-0.131439,0,0,0,0,4,50,126,44,26,39,13,17,16,29,36,0,0,0,0,0
H,9.0,0.0,0.0148438,0,0,0,0,0,18,21,14,72,94,21,45,83,31,1,0,0,0,0,0
H,3.0,0.17,0.210178,0,0,0,0,0,0,0,6,21,3,29,61,207,59,14,0,0,0,0,0
S,3.0,0.0,-0.000111859,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,14.0,0.02,0.000117013,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,7.0,0.0,0.161856,0,0,0,0,0,0,0,0,0,45,83,120,98,45,9,0,0,0,0,0
H,7.0,0.18,0.245286,0,0,0,0,0,0,0,0,0,0,20,112,149,108,11,0,0,0,0,0
S,7.0,0.18,3.20581e-05,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
S,15.0,0.18,0.000401865,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
H,8.0,0.16,-0.128314,0,0,0,0,0,16,33,128,89,41,48,13,18,8,6,0,0,0,0,0
H,8.0,0.19,0.290122,0,0,0,0,0,0,0,0,0,13,16,16,134,186,32,3,0,0,0,0
H,13.0,0.09,0.267407,0,0,0,0,0,0,0,0,0,18,17,91,114,79,75,6,0,0,0,0
H,19.0,0.01,-0.121573,0,0,0,0,5,68,147,231,209,70,50,86,78,50,6,0,0,0,0,0
H,7.0,0.11,-0.0397713,0,0,0,0,0,1,14,50,68,113,101,20,16,17,0,0,0,0,0,0
H,4.0,0.06,-0.183177,0,0,0,0,0,5,61,122,111,87,14,0,0,0,0,0,0,0,0,0
H,2.0,0.03,-0.0793006,0,0,0,0,0,0,20,25,130,145,48,25,7,0,0,0,0,0,0,0
H,13.0,0.11,-0.104479,0,0,0,0,0,0,13,125,99,59,69,13,19,3,0,0,0,0,0,0
S,2.0,0.2,-5.32282e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,5.0,0.2,0.000128507,0,0,0,0,0,0,0,0,0,361,39,0,0,0,0,0,0,0,0,0
H,9.0,0.18,0.0270098,0,0,0,0,0,0,0,0,43,136,136,46,29,10,0,0,0,0,0,0
H,4.0,0.11,0.0575872,0,0,0,0,0,0,1,4,39,101,97,95,49,14,0,0,0,0,0,0
S,19.0,0.03,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,1.0,0.06,7.74074e-05,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
S,4.0,0.16,0.000120057,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,20.0,0.18,0.000456728,0,0,0,0,0,0,0,0,0,354,46,0,0,0,0,0,0,0,0,0
H,14.0,0.05,0.112179,0,0,0,0,0,0,0,0,1,85,118,77,91,26,2,0,0,0,0,0
S,1.0,0.04,-7.06683e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
S,19.0,0.16,-2.12717e-05,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
H,10.0,0.1,-0.0406018,0,0,0,0,2,29,18,59,124,64,7,0,7,36,49,5,0,0,0,0
H,1.0,0.15,0.203099,0,0,0,0,0,0,0,7,17,19,53,85,84,114,21,0,0,0,0,0
S,9.0,0.11,-0.000191491,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
S,10.0,0.08,-2.21292e-05,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
H,15.0,0.04,0.132612,0,0,0,0,0,0,0,0,2,70,120,113,40,16,36,3,0,0,0,0
S,8.0,0.09,-2.95321e-05,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,8.0,0.07,6.63446e-05,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
S,14.0,0.0,-2.31412e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,11.0,0.2,6.69556e-05,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
S,3.0,0.01,1.22342e-05,0,0,0,0,0,0,0,0,0,968,32,0,0,0,0,0,0,0,0,0
H,5.0,0.17,-0.106177,0,0,0,0,0,52,72,63,49,55,4,7,49,35,14,0,0,0,0,0
H,1.0,0.18,-0.0413258,0,0,0,0,0,0,8,60,145,59,62,6,5,46,9,0,0,0,0,0
S,1.0,0.09,-0.000454035,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
S,9.0,0.07,0.000219481,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,13.0,0.06,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,12.0,0.13,4.21448e-05,0,0,0,0,0,0,0,0,0,360,40,0,0,0,0,0,0,0,0,0
S,9.0,0.0,0.000274404,0,0,0,0,0,0,0,0,0,382,18,0,0,0,0,0,0,0,0,0
S,19.0,0.18,3.12276e-05,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,6.0,0.02,-5.31233e-05,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,4.0,0.19,0.00020016,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
S,13.0,0.07,3.97608e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,9.0,0.17,-0.151115,0,0,0,0,1,43,27,43,149,74,44,15,4,0,0,0,0,0,0,0
S,6.0,0.0,4.0636e-05,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0
H,9.0,0.05,0.192091,0,0,0,0,0,0,0,0,12,23,72,84,96,111,2,0,0,0,0,0
H,20.0,0.02,0.231308,0,0,0,0,0,0,0,0,0,18,113,34,58,115,60,2,0,0,0,0
S,9.0,0.1,-0.000122977,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
H,19.0,0.07,-0.177755,0,0,0,0,3,27,21,90,175,48,32,4,0,0,0,0,0,0,0,0
S,13.0,0.0,0.000151345,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
H,14.0,0.2,0.285052,0,0,0,0,0,0,0,0,0,1,35,67,81,154,57,5,0,0,0,0
S,10.0,0.2,9.07654e-06,0,0,0,0,0,0,0,0,0,361,39,0,0,0,0,0,0,0,0,0
H,6.0,0.12,0.0181731,0,0,0,0,0,0,36,12,6,65,182,75,24,0,0,0,0,0,0,0
H,7.0,0.06,-0.0556211,0,0,0,0,0,6,54,86,45,6,61,101,38,3,0,0,0,0,0,0
S,17.0,0.09,-2.34995e-06,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,8.0,0.01,-6.82743e-06,0,0,0,0,0,0,0,0,0,978,22,0,0,0,0,0,0,0,0,0
S,11.0,0.11,-7.51345e-05,0,0,0,0,0,0,0,0,0,398,2,0,0,0,0,0,0,0,0,0
S,5.0,0.05,0.000118102,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
H,17.0,0.01,-0.105107,0,0,0,0,0,36,49,140,218,366,136,55,0,0,0,0,0,0,0,0
S,5.0,0.06,6.14549e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,16.0,0.02,-0.264341,0,0,0,0,2,62,96,126,76,25,6,7,0,0,0,0,0,0,0,0
S,10.0,0.04,2.9071e-05,0,0,0,0,0,0,0,0,0,379,21,0,0,0,0,0,0,0,0,0
H,8.0,0.01,0.0628257,0,0,0,0,0,1,33,58,71,144,291,168,152,71,11,0,0,0,0,0
S,6.0,0.03,-0.000106933,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
S,20.0,0.02,0.000196038,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,13.0,0.14,5.92839e-05,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,14.0,0.14,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,14.0,0.06,-0.262596,0,0,0,0,2,41,139,129,44,22,8,15,0,0,0,0,0,0,0,0
S,6.0,0.06,-0.000200888,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
H,20.0,0.09,-0.224391,0,0,0,0,0,12,96,129,100,55,6,2,0,0,0,0,0,0,0,0
S,5.0,0.04,-0.000124858,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
H,4.0,0.15,0.05801,0,0,0,0,0,0,0,8,124,79,15,68,48,27,29,2,0,0,0,0
S,11.0,0.09,-6.43766e-05,0,0,0,0,0,0,0,0,0,398,2,0,0,0,0,0,0,0,0,0
S,11.0,0.04,6.47743e-05,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
H,14.0,0.11,0.294558,0,0,0,0,0,0,0,0,0,0,4,55,151,150,38,2,0,0,0,0
S,6.0,0.14,3.55939e-05,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
H,4.0,0.04,0.0440372,0,0,0,0,0,0,0,0,38,108,141,84,16,13,0,0,0,0,0,0
S,10.0,0.18,-2.95905e-05,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
H,10.0,0.0,-0.325235,0,0,0,0,11,106,126,97,48,7,5,0,0,0,0,0,0,0,0,0
S,19.0,0.19,-0.000131222,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
H,18.0,0.15,0.0277477,0,0,0,0,0,2,3,30,19,89,138,77,42,0,0,0,0,0,0,0
H,19.0,0.2,0.155708,0,0,0,0,0,0,13,26,25,33,28,79,78,87,31,0,0,0,0,0
S,10.0,0.14,0.000165524,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,10.0,0.02,0.279038,0,0,0,0,0,0,0,0,0,2,17,76,139,106,57,3,0,0,0,0
S,18.0,0.03,0.000171181,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
S,12.0,0.14,-0.000146179,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
S,4.0,0.14,-0.000259145,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,5.0,0.16,-0.333335,0,0,0,0,9,108,136,106,38,3,0,0,0,0,0,0,0,0,0,0
H,1.0,0.13,0.0618023,0,0,0,0,0,0,2,20,62,67,115,61,25,14,29,5,0,0,0,0
S,7.0,0.04,-6.89605e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,11.0,0.17,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,11.0,0.01,-8.19696e-06,0,0,0,0,0,0,0,0,0,989,11,0,0,0,0,0,0,0,0,0
H,12.0,0.2,0.238598,0,0,0,0,0,0,0,0,0,1,53,103,121,86,36,0,0,0,0,0
H,8.0,0.09,0.306461,0,0,0,0,0,0,0,0,0,3,21,81,77,89,119,10,0,0,0,0
H,12.0,0.13,0.17605,0,0,0,0,0,0,0,3,34,72,52,38,38,102,59,2,0,0,0,0
H,19.0,0.18,0.013471,0,0,0,0,0,3,13,36,86,83,40,33,70,32,4,0,0,0,0,0
H,2.0,0.16,0.0137655,0,0,0,0,0,0,13,56,62,39,66,101,55,8,0,0,0,0,0,0
S,5.0,0.14,-0.00018602,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,6.0,0.08,7.41496e-05,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0
H,18.0,0.1,-0.18787,0,0,0,0,1,94,114,75,31,3,0,0,12,58,12,0,0,0,0,0
S,9.0,0.01,-4.79968e-05,0,0,0,0,0,0,0,0,0,987,13,0,0,0,0,0,0,0,0,0
S,15.0,0.1,-0.000184766,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
H,13.0,0.16,0.138136,0,0,0,0,0,0,0,3,31,46,61,114,89,48,8,0,0,0,0,0
H,19.0,0.03,-0.152681,0,0,0,0,0,0,39,85,132,126,17,1,0,0,0,0,0,0,0,0
H,17.0,0.08,0.129979,0,0,0,0,0,0,0,1,38,103,20,60,115,53,10,0,0,0,0,0
H,11.0,0.04,0.0133822,0,0,0,0,0,3,11,20,64,62,123,94,7,0,16,0,0,0,0,0
H,4.0,0.05,-0.10361,0,0,0,0,0,7,21,87,59,141,66,17,2,0,0,0,0,0,0,0
H,3.0,0.18,0.0189181,0,0,0,0,0,2,9,11,25,110,134,93,16,0,0,0,0,0,0,0
S,17.0,0.01,1.92877e-05,0,0,0,0,0,0,0,0,0,996,4,0,0,0,0,0,0,0,0,0
H,13.0,0.15,0.151892,0,0,0,0,0,0,0,0,0,35,90,119,129,27,0,0,0,0,0,0
S,17.0,0.15,0.000497662,0,0,0,0,0,0,0,0,0,355,45,0,0,0,0,0,0,0,0,0
S,18.0,0.12,-1.68433e-05,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
S,3.0,0.1,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,6.0,0.03,0.101823,0,0,0,0,0,0,0,11,77,106,15,24,31,122,14,0,0,0,0,0
S,13.0,0.16,0.000140147,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
H,2.0,0.01,0.02805,0,0,0,0,0,6,30,76,177,236,132,123,100,67,51,2,0,0,0,0
S,20.0,0.15,-9.32646e-05,0,0,0,0,0,0,0,0,0,382,18,0,0,0,0,0,0,0,0,0
H,9.0,0.1,-0.035532,0,0,0,0,0,2,21,66,114,39,44,33,65,16,0,0,0,0,0,0
H,12.0,0.12,0.23171,0,0,0,0,0,0,0,0,0,0,52,103,129,105,11,0,0,0,0,0
S,12.0,0.04,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,2.0,0.06,-0.000290741,0,0,0,0,0,0,0,0,0,379,21,0,0,0,0,0,0,0,0,0
H,18.0,0.05,-0.0836232,0,0,0,0,0,0,13,58,124,91,88,18,8,0,0,0,0,0,0,0
S,18.0,0.06,-0.000110165,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,11.0,0.07,0.172015,0,0,0,0,0,0,2,15,12,20,50,99,145,30,27,0,0,0,0,0
H,17.0,0.14,0.245263,0,0,0,0,0,0,0,0,0,0,44,93,149,70,41,3,0,0,0,0
H,7.0,0.02,-0.069054,0,0,0,0,0,5,18,52,79,124,71,46,4,1,0,0,0,0,0,0
S,5.0,0.08,-0.000131909,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
S,19.0,0.02,-9.44231e-06,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
S,3.0,0.07,-0.000123318,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
S,18.0,0.11,-8.12053e-06,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,15.0,0.19,-2.40566e-05,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
H,6.0,0.18,0.00948142,0,0,0,0,0,0,10,16,27,125,130,79,13,0,0,0,0,0,0,0
H,3.0,0.08,0.174263,0,0,0,0,0,0,0,0,7,46,56,98,117,69,7,0,0,0,0,0
S,19.0,0.01,-1.70622e-05,0,0,0,0,0,0,0,0,0,982,18,0,0,0,0,0,0,0,0,0
S,15.0,0.01,-4.22466e-05,0,0,0,0,0,0,0,0,0,982,18,0,0,0,0,0,0,0,0,0
H,1.0,0.2,0.294481,0,0,0,0,0,0,0,0,0,6,13,60,113,143,61,4,0,0,0,0
S,14.0,0.19,-5.64865e-07,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
H,12.0,0.03,-0.154732,0,0,0,0,1,30,72,42,94,97,47,13,4,0,0,0,0,0,0,0
H,13.0,0.08,0.26757,0,0,0,0,0,0,0,0,0,1,52,109,56,91,88,3,0,0,0,0
S,8.0,0.17,-0.000101257,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,9.0,0.15,-0.0470396,0,0,0,0,0,0,23,51,62,130,69,45,13,7,0,0,0,0,0,0
S,13.0,0.12,0.000163169,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
H,5.0,0.1,0.00128086,0,0,0,0,0,20,42,75,15,11,73,66,30,53,15,0,0,0,0,0
H,11.0,0.16,0.0466593,0,0,0,0,0,11,38,56,6,6,69,64,119,31,0,0,0,0,0,0
S,19.0,0.1,-0.000469062,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
H,15.0,0.18,-0.141602,0,0,0,0,3,24,100,69,79,17,20,40,33,11,4,0,0,0,0,0
H,5.0,0.13,0.204685,0,0,0,0,0,0,0,0,3,34,80,56,102,111,14,0,0,0,0,0
H,2.0,0.11,0.0804133,0,0,0,0,0,0,0,0,49,113,102,40,37,25,33,1,0,0,0,0
H,20.0,0.11,0.249272,0,0,0,0,0,0,0,0,0,3,26,104,140,82,45,0,0,0,0,0
H,1.0,0.07,0.0806261,0,0,0,0,0,0,3,52,78,54,32,21,34,90,36,0,0,0,0,0
S,10.0,0.19,-0.000448577,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,15.0,0.16,0.000190385,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
H,14.0,0.16,-0.116151,0,0,0,0,0,0,14,80,139,107,45,7,8,0,0,0,0,0,0,0
S,3.0,0.14,1.4829e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,20.0,0.17,-0.000180723,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
H,17.0,0.02,0.142877,0,0,0,0,0,0,0,0,15,42,86,113,110,29,5,0,0,0,0,0
S,4.0,0.08,0.000289894,0,0,0,0,0,0,0,0,0,363,37,0,0,0,0,0,0,0,0,0
S,17.0,0.14,-0.000133223,0,0,0,0,0,0,0,0,0,363,37,0,0,0,0,0,0,0,0,0
H,8.0,0.02,0.108824,0,0,0,0,0,0,0,0,27,79,57,132,85,19,1,0,0,0,0,0
S,1.0,0.1,-0.000127338,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0,0,0,0,0
S,3.0,0.12,6.10975e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,10.0,0.09,0.00549361,0,0,0,0,0,0,0,32,64,123,90,29,60,1,1,0,0,0,0,0
S,17.0,0.03,-3.71442e-05,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
S,2.0,0.08,0.000219024,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
S,11.0,0.05,-0.000125887,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,18.0,0.11,0.136938,0,0,0,0,0,0,0,9,69,43,37,56,78,87,21,0,0,0,0,0
S,16.0,0.05,-3.42925e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,7.0,0.19,0.0561314,0,0,0,0,0,0,0,11,62,63,85,132,28,19,0,0,0,0,0,0
H,7.0,0.04,-0.201953,0,0,0,0,0,16,80,135,80,53,27,8,1,0,0,0,0,0,0,0
S,12.0,0.02,0.00015728,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
S,2.0,0.05,8.1637e-05,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
H,4.0,0.01,0.0769347,0,0,0,0,1,25,80,25,1,118,233,187,254,75,1,0,0,0,0,0
H,3.0,0.2,-0.270827,0,0,0,0,0,21,187,103,47,24,18,0,0,0,0,0,0,0,0,0
S,2.0,0.04,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,1.0,0.01,-1.67291e-05,0,0,0,0,0,0,0,0,0,977,23,0,0,0,0,0,0,0,0,0
H,15.0,0.14,-0.125907,0,0,0,0,0,45,50,113,84,28,0,7,8,25,40,0,0,0,0,0
S,17.0,0.08,6.48559e-05,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
H,12.0,0.14,0.111921,0,0,0,0,0,0,33,29,42,29,48,21,63,106,29,0,0,0,0,0
H,5.0,0.05,0.186202,0,0,0,0,0,0,0,0,0,36,25,173,117,23,26,0,0,0,0,0
S,18.0,0.05,-2.36953e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,20.0,0.0,0.000282848,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
H,14.0,0.01,-0.0417793,0,0,0,0,0,6,38,161,201,181,162,193,56,2,0,0,0,0,0,0
S,9.0,0.06,0.000265739,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
H,7.0,0.12,0.16796,0,0,0,0,0,0,0,0,1,34,89,88,155,33,0,0,0,0,0,0
S,2.0,0.18,0.000367416,0,0,0,0,0,0,0,0,0,360,40,0,0,0,0,0,0,0,0,0
S,15.0,0.04,1.763e-05,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,12.0,0.18,0.000121701,0,0,0,0,0,0,0,0,0,361,39,0,0,0,0,0,0,0,0,0
S,16.0,0.02,-1.97667e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,12.0,0.08,0.109728,0,0,0,0,0,0,0,16,36,31,91,107,73,39,7,0,0,0,0,0
S,3.0,0.13,-0.000128807,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
S,4.0,0.17,0.00027029,0,0,0,0,0,0,0,0,0,372,28,0,0,0,0,0,0,0,0,0
H,19.0,0.19,0.0783658,0,0,0,0,0,7,13,39,51,28,66,51,53,72,20,0,0,0,0,0
S,2.0,0.16,5.96644e-05,0,0,0,0,0,0,0,0,0,379,21,0,0,0,0,0,0,0,0,0
H,9.0,0.13,-0.29199,0,0,0,0,0,39,161,133,59,8,0,0,0,0,0,0,0,0,0,0
H,7.0,0.16,0.0541236,0,0,0,0,0,0,0,11,60,118,59,75,45,4,28,0,0,0,0,0
H,1.0,0.05,0.11136,0,0,0,0,0,0,1,50,41,17,44,111,73,22,40,1,0,0,0,0
S,19.0,0.05,-7.3702e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
H,19.0,0.04,0.211182,0,0,0,0,0,0,0,10,8,44,33,64,106,79,55,1,0,0,0,0
