Role,Seed,VTR,mean_IntVal,Hist_-1_-0.9,Hist_-0.9_-0.8,Hist_-0.8_-0.7,Hist_-0.7_-0.6,Hist_-0.6_-0.5,Hist_-0.5_-0.4,Hist_-0.4_-0.3,Hist_-0.3_-0.2,Hist_-0.2_-0.1,Hist_-0.1_0,Hist_0_0.1,Hist_0.1_0.2,Hist_0.2_0.3,Hist_0.3_0.4,Hist_0.4_0.5,Hist_0.5_0.6,Hist_0.6_0.7,Hist_0.7_0.8,Hist_0.8_0.9,Hist_0.9_1
H,6.0,0.14,-0.156994,0,0,0,0,0,24,134,45,31,51,52,46,17,0,0,0,0,0,0,0
S,6.0,0.13,-0.000346736,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
H,10.0,0.11,-0.0116974,0,0,0,0,0,0,8,9,72,186,57,12,35,21,0,0,0,0,0,0
H,4.0,0.13,-0.0602826,0,0,0,0,0,6,57,64,75,72,5,33,49,37,2,0,0,0,0,0
S,16.0,0.12,-0.000108252,0,0,0,0,0,0,0,0,0,398,2,0,0,0,0,0,0,0,0,0
H,16.0,0.1,-0.0383929,0,0,0,0,0,0,7,23,77,147,106,40,0,0,0,0,0,0,0,0
S,5.0,0.09,4.21284e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,7.0,0.15,-1.79467e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
H,17.0,0.03,-0.0716689,0,0,0,0,0,0,11,80,110,83,65,28,11,12,0,0,0,0,0,0
S,9.0,0.17,-3.32747e-05,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
H,19.0,0.12,0.215705,0,0,0,0,0,4,39,8,0,2,20,93,53,70,104,7,0,0,0,0
H,19.0,0.1,0.199176,0,0,0,0,0,0,0,0,7,33,65,100,82,89,24,0,0,0,0,0
S,13.0,0.02,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,12.0,0.0,-0.0619616,0,0,0,0,0,6,28,36,122,92,48,42,11,0,14,1,0,0,0,0
S,20.0,0.07,-0.000359911,0,0,0,0,0,0,0,0,0,386,14,0,0,0,0,0,0,0,0,0
H,17.0,0.11,-0.165565,0,0,0,0,0,0,25,154,113,73,35,0,0,0,0,0,0,0,0,0
H,5.0,0.09,0.213632,0,0,0,0,0,0,0,0,0,14,51,128,120,54,28,5,0,0,0,0
S,15.0,0.13,5.28413e-06,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
S,10.0,0.01,-4.54014e-05,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,0
H,17.0,0.17,-0.00886698,0,0,0,0,0,0,0,6,63,137,161,31,2,0,0,0,0,0,0,0
H,18.0,0.07,-0.16413,0,0,0,0,0,8,38,72,179,88,15,0,0,0,0,0,0,0,0,0
S,14.0,0.11,-7.20793e-05,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,4.0,0.2,-0.00021951,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
H,7.0,0.01,-0.055928,0,0,0,0,3,68,82,92,98,239,193,143,62,20,0,0,0,0,0,0
S,17.0,0.0,3.27624e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,7.0,0.01,4.38412e-05,0,0,0,0,0,0,0,0,0,986,14,0,0,0,0,0,0,0,0,0
H,12.0,0.11,-0.127593,0,0,0,0,0,34,60,75,21,78,85,43,4,0,0,0,0,0,0,0
S,7.0,0.1,0.000202055,0,0,0,0,0,0,0,0,0,359,41,0,0,0,0,0,0,0,0,0
S,5.0,0.15,-8.3567e-05,0,0,0,0,0,0,0,0,0,365,35,0,0,0,0,0,0,0,0,0
H,5.0,0.19,0.0730488,0,0,0,0,0,6,24,21,22,55,110,47,33,55,27,0,0,0,0,0
H,15.0,0.17,0.11107,0,0,0,0,0,0,0,5,33,77,78,67,97,32,11,0,0,0,0,0
S,9.0,0.14,-6.47331e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,7.0,0.11,-6.21358e-06,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
H,11.0,0.03,-0.147741,0,0,0,0,0,11,55,123,104,32,28,13,25,9,0,0,0,0,0,0
H,7.0,0.08,-0.247189,0,0,0,0,2,25,105,148,90,18,10,2,0,0,0,0,0,0,0,0
H,20.0,0.12,-0.236463,0,0,0,0,0,43,107,92,86,59,8,5,0,0,0,0,0,0,0,0
S,8.0,0.03,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,20.0,0.1,-1.98407e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,1.0,0.11,2.75331e-05,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
H,8.0,0.12,0.0701073,0,0,0,0,0,0,0,16,47,135,62,18,40,60,22,0,0,0,0,0
S,12.0,0.03,-4.24386e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,13.0,0.17,-0.181762,0,0,0,0,4,27,79,104,68,52,39,12,13,2,0,0,0,0,0,0
S,5.0,0.07,-0.000131085,0,0,0,0,0,0,0,0,0,376,24,0,0,0,0,0,0,0,0,0
S,6.0,0.04,-1.1326e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,17.0,0.06,-0.103857,0,0,0,0,0,14,9,97,91,72,94,3,20,0,0,0,0,0,0,0
H,12.0,0.18,0.106541,0,0,0,0,0,0,0,3,21,65,78,133,80,20,0,0,0,0,0,0
S,5.0,0.18,-2.98942e-05,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0
S,4.0,0.0,9.39111e-06,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,5.0,0.01,0.145346,0,0,0,0,0,0,5,7,24,117,224,289,177,110,47,0,0,0,0,0
H,14.0,0.09,-0.191587,0,0,0,0,1,13,66,130,105,30,51,4,0,0,0,0,0,0,0,0
H,12.0,0.07,-0.0377222,0,0,0,0,0,4,16,5,65,147,129,34,0,0,0,0,0,0,0,0
S,12.0,0.11,9.46186e-05,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
H,8.0,0.14,-0.14938,0,0,0,0,0,23,41,60,131,78,49,18,0,0,0,0,0,0,0,0
H,13.0,0.03,-0.115674,0,0,0,0,0,1,27,72,109,120,69,1,0,0,1,0,0,0,0,0
H,2.0,0.08,0.20021,0,0,0,0,0,0,0,3,29,50,3,45,137,126,7,0,0,0,0,0
S,4.0,0.07,0.00022825,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,14.0,0.2,-0.000469381,0,0,0,0,0,0,0,0,0,360,40,0,0,0,0,0,0,0,0,0
S,7.0,0.08,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,6.0,0.18,-0.000442562,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
H,9.0,0.03,0.0344971,0,0,0,0,0,0,0,22,26,68,196,62,21,5,0,0,0,0,0,0
S,9.0,0.13,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,15.0,0.0,7.18828e-05,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
S,12.0,0.2,1.93604e-05,0,0,0,0,0,0,0,0,0,350,50,0,0,0,0,0,0,0,0,0
S,15.0,0.11,0.00011993,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
H,13.0,0.12,-0.0424447,0,0,0,0,0,8,45,33,16,76,166,54,2,0,0,0,0,0,0,0
H,20.0,0.18,0.124541,0,0,0,0,0,0,0,45,33,33,39,72,79,88,11,0,0,0,0,0
H,5.0,0.03,0.258037,0,0,0,0,0,0,0,0,0,0,25,97,125,121,31,1,0,0,0,0
S,14.0,0.05,7.23013e-06,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
H,13.0,0.06,-0.29455,0,0,0,0,0,49,169,120,40,19,3,0,0,0,0,0,0,0,0,0
H,20.0,0.01,0.0232978,0,0,0,0,0,15,43,67,145,220,161,94,161,89,4,1,0,0,0,0
S,16.0,0.19,-0.000168245,0,0,0,0,0,0,0,0,0,362,38,0,0,0,0,0,0,0,0,0
H,7.0,0.17,-0.126529,0,0,0,0,1,47,23,17,107,130,55,16,4,0,0,0,0,0,0,0
S,15.0,0.03,6.53275e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,17.0,0.06,0.000138737,0,0,0,0,0,0,0,0,0,395,5,0,0,0,0,0,0,0,0,0
H,18.0,0.08,-0.126468,0,0,0,0,0,4,60,91,87,63,54,19,21,1,0,0,0,0,0,0
S,2.0,0.01,-0.000127695,0,0,0,0,0,0,0,0,0,975,25,0,0,0,0,0,0,0,0,0
S,15.0,0.08,-0.000303292,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
S,8.0,0.19,0.000462354,0,0,0,0,0,0,0,0,0,356,44,0,0,0,0,0,0,0,0,0
H,20.0,0.15,-0.0312852,0,0,0,0,0,0,12,65,98,74,31,44,73,3,0,0,0,0,0,0
H,18.0,0.17,0.0851108,0,0,0,0,0,0,0,0,7,132,101,42,114,4,0,0,0,0,0,0
S,9.0,0.2,5.30028e-05,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,6.0,0.07,0.000131489,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
S,17.0,0.11,5.20801e-05,0,0,0,0,0,0,0,0,0,398,2,0,0,0,0,0,0,0,0,0
H,11.0,0.09,-0.16328,0,0,0,0,2,27,70,60,75,104,56,6,0,0,0,0,0,0,0,0
H,17.0,0.07,0.254349,0,0,0,0,0,0,0,0,0,7,55,71,110,103,54,0,0,0,0,0
H,6.0,0.13,0.0014884,0,0,0,0,0,0,2,38,104,29,105,87,24,11,0,0,0,0,0,0
S,12.0,0.12,-8.06948e-05,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,8.0,0.06,-4.6067e-05,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0
H,10.0,0.06,0.00562683,0,0,0,0,0,0,21,39,37,74,95,107,27,0,0,0,0,0,0,0
H,8.0,0.17,-0.213025,0,0,0,0,1,15,94,157,56,40,12,18,7,0,0,0,0,0,0,0
H,2.0,0.09,0.180698,0,0,0,0,0,0,0,9,12,60,36,56,112,108,7,0,0,0,0,0
S,9.0,0.12,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,12.0,0.0,1.64382e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,15.0,0.07,0.000123685,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
S,14.0,0.18,7.43343e-05,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
H,18.0,0.02,-0.227593,0,0,0,0,0,58,67,82,126,61,6,0,0,0,0,0,0,0,0,0
S,11.0,0.16,9.79324e-05,0,0,0,0,0,0,0,0,0,359,41,0,0,0,0,0,0,0,0,0
S,8.0,0.04,-0.00029116,0,0,0,0,0,0,0,0,0,382,18,0,0,0,0,0,0,0,0,0
H,1.0,0.06,0.248132,0,0,0,0,0,0,0,0,0,0,22,103,143,118,12,2,0,0,0,0
H,16.0,0.12,-0.222803,0,0,0,0,5,27,124,106,51,29,44,14,0,0,0,0,0,0,0,0
S,7.0,0.13,1.1191e-05,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
S,2.0,0.19,0.000238175,0,0,0,0,0,0,0,0,0,345,55,0,0,0,0,0,0,0,0,0
S,1.0,0.15,-0.000601686,0,0,0,0,0,0,0,0,0,364,36,0,0,0,0,0,0,0,0,0
H,3.0,0.01,0.0660914,0,0,0,0,2,0,33,77,108,124,254,166,52,124,60,0,0,0,0,0
H,4.0,0.0,0.0779077,0,0,0,0,0,0,0,2,26,122,82,76,64,28,0,0,0,0,0,0
S,13.0,0.03,7.08325e-05,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,8.0,0.1,-8.98736e-05,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
S,18.0,0.07,-2.73828e-06,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,1.0,0.17,0.064511,0,0,0,0,0,0,0,5,72,121,57,32,45,59,9,0,0,0,0,0
H,9.0,0.09,-0.115452,0,0,0,0,0,10,49,60,83,115,54,23,4,2,0,0,0,0,0,0
H,15.0,0.07,-0.142347,0,0,0,0,1,47,41,56,102,90,20,3,28,12,0,0,0,0,0,0
S,3.0,0.04,-0.000267248,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
S,10.0,0.12,-0.000316532,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,14.0,0.04,-0.135937,0,0,0,0,0,1,41,77,111,112,56,2,0,0,0,0,0,0,0,0
H,18.0,0.18,-0.167621,0,0,0,0,2,50,151,39,9,14,54,28,44,9,0,0,0,0,0,0
S,7.0,0.0,-5.91344e-06,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
H,19.0,0.17,0.1488,0,0,0,0,0,0,13,2,4,71,73,67,76,67,27,0,0,0,0,0
H,16.0,0.13,-0.104176,0,0,0,0,0,1,8,68,139,111,54,19,0,0,0,0,0,0,0,0
S,9.0,0.08,1.2233e-05,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
S,4.0,0.1,0.000103569,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,1.0,0.02,-2.79593e-05,0,0,0,0,0,0,0,0,0,387,13,0,0,0,0,0,0,0,0,0
H,16.0,0.18,0.254303,0,0,0,0,0,0,0,0,8,23,5,96,118,90,58,2,0,0,0,0
H,18.0,0.13,0.114854,0,0,0,0,0,0,0,0,1,73,159,69,43,39,14,2,0,0,0,0
H,17.0,0.05,0.19776,0,0,0,0,0,0,0,0,2,17,42,168,72,89,10,0,0,0,0,0
H,1.0,0.1,0.142762,0,0,0,0,0,0,0,0,0,27,172,84,60,41,16,0,0,0,0,0
H,10.0,0.2,0.191989,0,0,0,0,0,0,0,0,12,41,66,83,95,72,29,2,0,0,0,0
S,2.0,0.0,-7.81661e-05,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
S,20.0,0.03,0.000119127,0,0,0,0,0,0,0,0,0,396,4,0,0,0,0,0,0,0,0,0
S,19.0,0.14,-1.41173e-05,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,0,0,0,0,0
H,18.0,0.16,0.102608,0,0,0,0,0,0,0,0,10,108,58,120,84,20,0,0,0,0,0,0
S,14.0,0.1,-0.000128145,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0,0,0,0,0
H,20.0,0.08,0.187359,0,0,0,0,0,0,0,0,7,15,73,129,119,24,33,0,0,0,0,0
H,10.0,0.18,-0.116872,0,0,0,0,0,14,12,86,127,85,39,32,5,0,0,0,0,0,0,0
H,10.0,0.17,-0.114928,0,0,0,0,1,34,86,20,49,91,34,52,31,2,0,0,0,0,0,0
S,15.0,0.05,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,20.0,0.08,-1.46631e-05,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,6.0,0.05,0.000139763,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0,0,0,0,0
S,11.0,0.07,-0.000112051,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,17.0,0.12,-0.000207626,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,4.0,0.05,2.98418e-05,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
S,3.0,0.15,-6.15788e-05,0,0,0,0,0,0,0,0,0,383,17,0,0,0,0,0,0,0,0,0
S,14.0,0.01,-7.51255e-06,0,0,0,0,0,0,0,0,0,985,15,0,0,0,0,0,0,0,0,0
H,5.0,0.15,0.137424,0,0,0,0,0,4,5,4,8,43,74,117,108,12,25,0,0,0,0,0
H,13.0,0.07,-0.26276,0,0,0,0,3,64,109,78,95,40,11,0,0,0,0,0,0,0,0,0
H,5.0,0.06,0.131341,0,0,0,0,0,0,0,7,16,35,159,47,70,48,18,0,0,0,0,0
S,9.0,0.02,4.10262e-05,0,0,0,0,0,0,0,0,0,389,11,0,0,0,0,0,0,0,0,0
S,15.0,0.06,-4.17861e-05,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
H,11.0,0.13,-0.266707,0,0,0,0,1,57,132,132,9,15,52,2,0,0,0,0,0,0,0,0
H,7.0,0.1,0.235415,0,0,0,0,0,0,0,15,17,46,12,17,115,89,85,4,0,0,0,0
S,7.0,0.19,-0.000177555,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,6.0,0.01,2.79099e-05,0,0,0,0,0,0,0,0,0,964,36,0,0,0,0,0,0,0,0,0
S,13.0,0.08,5.28639e-05,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
S,4.0,0.03,4.83926e-05,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
H,17.0,0.19,-0.111013,0,0,0,0,0,0,3,68,181,81,52,15,0,0,0,0,0,0,0,0
S,7.0,0.12,-9.48606e-05,0,0,0,0,0,0,0,0,0,374,26,0,0,0,0,0,0,0,0,0
S,17.0,0.05,-0.000133675,0,0,0,0,0,0,0,0,0,385,15,0,0,0,0,0,0,0,0,0
H,20.0,0.07,0.179137,0,0,0,0,0,0,0,0,5,15,96,95,123,58,8,0,0,0,0,0
S,18.0,0.04,-9.50743e-06,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,6.0,0.01,-7.08996e-05,0,0,0,0,0,15,100,179,96,117,155,104,67,93,68,6,0,0,0,0
H,1.0,0.08,0.193411,0,0,0,0,0,0,0,0,1,10,35,164,154,27,7,2,0,0,0,0
H,6.0,0.07,-0.0712354,0,0,0,0,0,0,40,86,48,70,86,59,8,3,0,0,0,0,0,0
H,13.0,0.2,-0.171864,0,0,0,0,0,19,82,98,73,40,74,14,0,0,0,0,0,0,0,0
S,11.0,0.1,-6.68931e-05,0,0,0,0,0,0,0,0,0,375,25,0,0,0,0,0,0,0,0,0
S,17.0,0.2,0.000151118,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,11.0,0.08,7.9081e-05,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
H,2.0,0.14,-0.0291419,0,0,0,0,0,0,0,14,129,143,71,9,7,2,22,3,0,0,0,0
S,9.0,0.04,-0.000177535,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
S,7.0,0.2,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,7.0,0.02,-7.78204e-06,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,0,0,0,0
H,9.0,0.04,0.113489,0,0,0,0,0,0,0,1,8,40,142,114,83,12,0,0,0,0,0,0
S,16.0,0.07,0.000153729,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,17.0,0.04,-0.000216179,0,0,0,0,0,0,0,0,0,381,19,0,0,0,0,0,0,0,0,0
S,11.0,0.0,0.000110859,0,0,0,0,0,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0
S,20.0,0.09,-1.6608e-05,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,5.0,0.2,0.154184,0,0,0,0,0,0,0,3,31,48,88,56,60,101,13,0,0,0,0,0
S,8.0,0.02,2.53868e-05,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0
H,11.0,0.12,0.16437,0,0,0,0,0,0,0,0,2,26,72,166,95,29,10,0,0,0,0,0
S,18.0,0.09,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,20.0,0.13,0.128473,0,0,0,0,0,0,7,11,48,58,44,44,83,95,10,0,0,0,0,0
H,6.0,0.15,0.0880497,0,0,0,0,0,0,0,4,42,99,66,58,101,23,7,0,0,0,0,0
H,20.0,0.1,-0.110062,0,0,0,0,0,3,15,39,200,69,61,13,0,0,0,0,0,0,0,0
H,6.0,0.08,-0.128037,0,0,0,0,0,13,68,72,69,68,73,31,6,0,0,0,0,0,0,0
H,15.0,0.08,0.132216,0,0,0,0,0,0,0,0,16,59,134,58,62,53,18,0,0,0,0,0
H,11.0,0.19,0.0659933,0,0,0,0,0,0,0,0,10,110,110,142,28,0,0,0,0,0,0,0
H,15.0,0.09,0.256311,0,0,0,0,0,0,0,0,0,3,26,100,132,104,32,3,0,0,0,0
H,5.0,0.08,-0.0999242,0,0,0,0,0,10,58,62,51,104,60,32,22,1,0,0,0,0,0,0
S,14.0,0.08,-0.0001194,0,0,0,0,0,0,0,0,0,397,3,0,0,0,0,0,0,0,0,0
H,19.0,0.13,-0.076733,0,0,0,0,0,3,27,57,93,64,122,25,9,0,0,0,0,0,0,0
S,20.0,0.2,-0.000173293,0,0,0,0,0,0,0,0,0,357,43,0,0,0,0,0,0,0,0,0
H,10.0,0.07,-0.0691092,0,0,0,0,4,42,42,41,105,42,0,10,56,47,11,0,0,0,0,0
S,18.0,0.2,0.000134796,0,0,0,0,0,0,0,0,0,367,33,0,0,0,0,0,0,0,0,0
H,16.0,0.14,0.0488563,0,0,0,0,1,35,11,0,23,51,110,77,55,24,13,0,0,0,0,0
H,4.0,0.18,-0.000690035,0,0,0,0,0,1,6,54,54,75,95,70,35,10,0,0,0,0,0,0
H,10.0,0.12,0.103992,0,0,0,0,0,0,11,13,23,30,83,135,61,44,0,0,0,0,0,0
S,10.0,0.15,-0.000318958,0,0,0,0,0,0,0,0,0,363,37,0,0,0,0,0,0,0,0,0
S,18.0,0.14,-3.15913e-06,0,0,0,0,0,0,0,0,0,372,28,0,0,0,0,0,0,0,0,0
H,1.0,0.12,-0.0271171,0,0,0,0,0,0,12,100,83,60,1,53,52,36,3,0,0,0,0,0
H,7.0,0.09,-0.101481,0,0,0,0,0,7,50,66,40,129,81,26,1,0,0,0,0,0,0,0
S,12.0,0.17,0.000560047,0,0,0,0,0,0,0,0,0,373,27,0,0,0,0,0,0,0,0,0
H,8.0,0.06,0.0504526,0,0,0,0,0,0,0,5,50,88,93,129,31,4,0,0,0,0,0,0
H,13.0,0.14,0.0166196,0,0,0,0,0,2,1,10,37,125,114,104,7,0,0,0,0,0,0,0
H,18.0,0.0,-0.137498,0,0,0,0,0,26,44,108,62,45,71,35,9,0,0,0,0,0,0,0
S,15.0,0.12,6.00392e-05,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
H,4.0,0.1,-0.223326,0,0,0,0,3,52,110,49,75,87,24,0,0,0,0,0,0,0,0,0
S,2.0,0.15,-0.000282717,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
S,19.0,0.0,9.39711e-05,0,0,0,0,0,0,0,0,0,392,8,0,0,0,0,0,0,0,0,0
H,7.0,0.2,-0.288167,0,0,0,0,5,86,116,54,120,19,0,0,0,0,0,0,0,0,0,0
S,5.0,0.12,4.21755e-05,0,0,0,0,0,0,0,0,0,390,10,0,0,0,0,0,0,0,0,0
S,15.0,0.09,-4.43357e-05,0,0,0,0,0,0,0,0,0,380,20,0,0,0,0,0,0,0,0,0
S,13.0,0.01,3.107e-05,0,0,0,0,0,0,0,0,0,995,5,0,0,0,0,0,0,0,0,0
H,10.0,0.03,-0.00846562,0,0,0,0,0,0,0,25,188,25,32,47,42,37,4,0,0,0,0,0
H,13.0,0.1,-0.0660715,0,0,0,0,0,49,71,27,24,65,47,23,57,30,7,0,0,0,0,0
S,19.0,0.12,0.000169628,0,0,0,0,0,0,0,0,0,355,45,0,0,0,0,0,0,0,0,0
S,6.0,0.1,5.73844e-05,0,0,0,0,0,0,0,0,0,377,23,0,0,0,0,0,0,0,0,0
H,2.0,0.2,-0.141152,0,0,0,0,0,13,87,131,56,5,21,33,37,17,0,0,0,0,0,0
H,2.0,0.13,0.234811,0,0,0,0,0,0,11,38,11,0,5,46,97,99,89,4,0,0,0,0
S,3.0,0.17,-0.000279728,0,0,0,0,0,0,0,0,0,368,32,0,0,0,0,0,0,0,0,0
S,7.0,0.16,-0.000104313,0,0,0,0,0,0,0,0,0,370,30,0,0,0,0,0,0,0,0,0
H,6.0,0.09,-0.0390471,0,0,0,0,0,13,26,31,36,128,76,73,17,0,0,0,0,0,0,0
H,10.0,0.14,-0.0915183,0,0,0,0,3,9,68,91,22,11,98,90,8,0,0,0,0,0,0,0
S,9.0,0.09,7.00059e-06,0,0,0,0,0,0,0,0,0,394,6,0,0,0,0,0,0,0,0,0
H,16.0,0.03,-0.166075,0,0,0,0,2,46,67,49,80,74,56,26,0,0,0,0,0,0,0,0
S,4.0,0.15,-9.94101e-05,0,0,0,0,0,0,0,0,0,366,34,0,0,0,0,0,0,0,0,0
S,1.0,0.03,2.65584e-05,0,0,0,0,0,0,0,0,0,388,12,0,0,0,0,0,0,0,0,0
H,19.0,0.05,0.11043,0,0,0,0,0,0,0,7,61,73,69,50,61,48,29,2,0,0,0,0
H,1.0,0.11,0.104269,0,0,0,0,0,0,0,0,15,75,119,97,47,45,2,0,0,0,0,0
S,6.0,0.17,0.000421196,0,0,0,0,0,0,0,0,0,349,51,0,0,0,0,0,0,0,0,0
H,4.0,0.03,0.0250072,0,0,0,0,0,0,5,43,53,80,70,94,32,21,2,0,0,0,0,0
H,15.0,0.12,0.0582818,0,0,0,0,0,0,0,11,67,90,63,76,70,23,0,0,0,0,0,0
H,6.0,0.17,0.295178,0,0,0,0,0,0,0,0,0,0,3,75,148,94,75,5,0,0,0,0
H,16.0,0.04,-0.0231742,0,0,0,0,1,34,34,30,33,16,90,139,22,1,0,0,0,0,0,0
H,12.0,0.04,-0.361227,0,0,0,0,3,107,226,62,2,0,0,0,0,0,0,0,0,0,0,0
H,10.0,0.05,-0.370505,0,0,0,0,2,124,229,38,7,0,0,0,0,0,0,0,0,0,0,0
S,18.0,0.02,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
S,10.0,0.05,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
H,6.0,0.05,0.265079,0,0,0,0,0,0,0,0,0,0,21,110,98,118,53,0,0,0,0,0
H,12.0,0.15,-0.0672731,0,0,0,0,0,9,44,73,54,93,68,9,0,29,21,0,0,0,0,0
H,5.0,0.11,0.136809,0,0,0,0,0,0,0,10,28,113,28,35,84,71,31,0,0,0,0,0
S,4.0,0.01,-0.000133537,0,0,0,0,0,0,0,0,0,975,25,0,0,0,0,0,0,0,0,0
H,11.0,0.05,-0.203396,0,0,0,0,0,51,84,96,113,19,0,0,4,26,7,0,0,0,0,0
H,15.0,0.13,-0.14336,0,0,0,0,0,8,40,98,76,140,29,0,4,5,0,0,0,0,0,0
S,1.0,0.13,0.000333666,0,0,0,0,0,0,0,0,0,369,31,0,0,0,0,0,0,0,0,0
